id,posting_title,location,posted_since,company_name,description,job_url,company_url,applicants,industries,employment_type,job_function,seniority_level,searched_country,searched_job_title
4321758448,Data Engineer,European Union,2 days ago,Senovo IT Ltd,"🌐 Freelance Data Engineer (Remote – Europe) 🌐
Contract | Fully Remote | English Required
We’re seeking an experienced 
Data Engineer
 to support cloud data initiatives and build scalable, high-quality data solutions. This is a 
fully remote freelance role
 open to candidates anywhere in Europe.
Responsibilities
Build and maintain 
ETL pipelines
 and scalable data workflows
Develop and optimize 
data models
 (incl. cost data model)
Work with 
Azure, AWS, Databricks (Fabric), Informatica
, and 
Snowflake
 (nice to have)
Implement and maintain 
CI/CD
 processes
Apply 
Medallion architecture
 principles
Create 
dashboards
 and BI reports; integrate data via 
basic APIs
Gather requirements, document processes, and optimize existing flows
Ensure data quality, performance, and scalability across platforms
Required Skills
3+ years
 in Data Engineering / Data Analysis
Strong in 
data modeling
, 
data warehousing
, 
ETL
, 
advanced SQL
Hands-on with 
Azure
, 
AWS
, 
Databricks (Fabric)
, 
Informatica
Familiarity with 
Snowflake
, 
CI/CD
, 
BI reporting
, 
dashboard creation
, 
API integration
Knowledge of 
Medallion architecture
Fluent 
English
Detail-oriented, proactive, able to work independently in 
agile
 teams
📩 
Interested? Apply now or message me for more details.",https://www.linkedin.com/jobs/view/data-engineer-at-senovo-it-ltd-4321758448?trk=public_jobs_topcard-title,https://uk.linkedin.com/company/senovo-it-ltd?trk=public_jobs_topcard-org-name,Over 200 applicants,IT Services and IT Consulting,Contract,Information Technology,Mid-Senior level,European Union,Data engineer
4335293575,Junior Data Engineer,"Athens, Attiki, Greece",2 days ago,inventYOU IT Consulting,"We are looking for two Junior to Mid-level Data Engineers to join our team and support key data infrastructure and reporting operations. The roles focus on working with traditional data stack technologies and/or cloud-based ETL solutions, depending on the candidate's profile and interest.
Technologies: SQL, SSIS, Power BI, Informatica IDMC (cloud ETL)
Key Responsibilities
Design and maintain ETL pipelines using SSIS or cloud ETL tools such as Informatica IDMC. 
Support data extraction, transformation, and loading processes from various data sources. 
Develop reports and dashboards using Power BI, ensuring data quality and consistency. 
Collaborate with business users to understand reporting needs and translate them into actionable data models. 
Contribute to the maintenance and documentation of existing pipelines and data workflows
Requirements
1 year of professional experience in data engineering or similar roles. 
Solid knowledge of SQL and relational databases. 
Experience with SSIS or other ETL tools. 
Familiarity with Power BI and building visual dashboards. 
Exposure to cloud data integration platforms such as Informatica IDMC is considered a significant advantage. 
Good understanding of data modeling and data warehousing concepts. 
Strong attention to detail and problem-solving mindset. 
Bachelor's degree in Computer Science, Engineering, or a related field. 
Fluency in English (spoken and written). 
EU citizenship or eligibility to work in the EU. 
You will be a great candidate for us if you:
Are eager to grow your skills in either traditional or modern data engineering environments. 
Enjoy solving data problems and collaborating with stakeholders. 
Are adaptable and willing to learn new tools and technologies. 
Can document your work clearly and communicate effectively with technical and non-technical colleagues
Benefits
Why join inventYOU
Work in international data-driven projects with real-world business impact. 
Join a team of collaborative and supportive professionals. 
Access to mentoring, training, and upskilling opportunities. 
Competitive compensation based on your profile and experience",https://gr.linkedin.com/jobs/view/junior-data-engineer-at-inventyou-it-consulting-4335293575?trk=public_jobs_topcard-title,https://se.linkedin.com/company/inventyou?trk=public_jobs_topcard-org-name,,IT Services and IT Consulting,Full-time,Other,Mid-Senior level,European Union,Data engineer
4315193207,Junior Data Engineer,"Sofia, Sofia City, Bulgaria",6 days ago,Experian,"Company Description
Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, create marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to accomplish their financial goals and help them save time and money.
We operate across a range of markets, from financial services to healthcare, automotive, agribusiness, insurance, and many more industry segments.
We invest in people and new advanced technologies to unlock the power of data. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.
Job Description
What you will do:
Help run daily ETL/ELT pipelines using SQL and cloud tools (e.g., AWS, SQL Server, Athena)
Help troubleshoot data pipeline issues (e.g., job errors, missing data, or log checks).
Support scheduled and ad-hoc data processing jobs, ensuring data is processed correctly.
Handle regular data imports, validations, and quality checks for datasets.
Help maintain data documentation and supporting governance processes.
Learn to work with data warehouse infrastructure and contribute to improvements.
Support maintaining SQL and Scala scripts, queries, and simple ETL tasks.
Work with the reporting/analytics team to ensure underlying data is accurate and up to date.
Resolve validation queries and perform data investigations
Learn and contribute to agreement on data solutions across teams.
Contribute ideas and support proof-of-concept projects and new tools.
Learn and help evolve the data architecture for analytics, automation, and scalability.
You will report into the Analytics Engineer Manager.
Qualifications
What you will bring:
Bachelor's degree in computer science, Mathematics, Statistics or a related quantitative field.
Good written and verbal communication skills in English.
Practical knowledge of SQL, Scala and PySpark and willingness to learn cloud-based data tools (e.g., AWS, Glue).
Knowledge of GitHub and Bitbucket
Familiarity with data analysis or data pipelines from coursework, internships, or projects.
Strong problem-solving mindset and eagerness to learn new technologies.
Exposure to BI/analytics tools such as Tableau or Power BI.
Experience working on group projects, agile environments, or internships.
Additional Information
What you will get:
Work environment - excellent work conditions with friendly environment, recognized team spirit, and fun and quality recreation time.
Social benefits package including life insurance, food vouchers, additional health insurance for you and a family member, monthly flex allowance including internet bill coverage, sick leave allowance, corporate discounts, marriage and childbirth / adoption allowance, Multisport card, Sharesave plan, Employee assistance program, а birthday gift and many more!
Work-life balance - 25 days paid vacation, 1 additional day off for your birthday and extra 3 paid days for participation in social responsibility events.
Opportunity for flexible working hours and home office.
Personal Development - career pathways for professional growth supported by learning and development programmes and unlimited access to online educational training courses, learning materials and books.
Experian is an Equal opportunity employer. Everyone can succeed at Experian and bring their whole self to work, irrespective of their gender, ethnicity, religion, colour, sexuality, physical ability or age. If you have a disability or special need that requires accommodation, please let us know at the earliest opportunity.
This is a hybrid remote/in-office role.
Experian Careers - Creating a better tomorrow together
Find out what its like to work for Experian by clicking here",https://bg.linkedin.com/jobs/view/junior-data-engineer-at-experian-4315193207?trk=public_jobs_topcard-title,https://www.linkedin.com/company/experian?trk=public_jobs_topcard-org-name,,Financial Services,Full-time,Information Technology and Engineering,Not Applicable,European Union,Data engineer
4339793115,Data Engineer (Senior),"Amsterdam, North Holland, Netherlands",1 day ago,Polaroid,"About us:
 iconic brand, tiny company.
Polaroid was founded in 1937 by one of the most seminal innovators of the 20th century, Edwin Land. His motto was, “don't undertake a project unless it is manifestly important and nearly impossible.” In 2008, Polaroid shuttered its last factory, but a group of diehard fans came together as The Impossible Project to save instant films. Over 10 years later that startup acquired what was left of Polaroid and today we’re again a small group of people passionate about changing the world through great products.
Job Summary
As a Senior Data Engineer, you will be responsible for architecting and designing data solutions, developing data models, and building scalable API-driven data platforms using Microsoft Fabric's Lakehouse architecture. You will lead the design of our data infrastructure, establish data modeling standards, and create robust API strategies to support data-driven decision making across our creative and business operations. You will leverage Python, Spark, and other tools within the Fabric ecosystem to build enterprise-grade ETL processes, design and implement various data communication protocols including GraphQL and REST APIs, and architect comprehensive data solutions across our modern data lakehouse infrastructure.
The ideal candidate will be an experienced data engineering professional with expertise in data modeling, system architecture, and API development. You will have excellent problem-solving skills and proven leadership capabilities in a fast-paced, creative environment. You will mentor junior engineers, collaborate with analysts and senior stakeholders, and drive technical excellence in Polaroid's data engineering practices.
 
Key Responsibilities:
Lead and action the architectural design, implementation and maintenance of enterprise-wide data platforms and solutions using Microsoft Fabric Lakehouse architecture.
Design and implement comprehensive dimensional and relational data models following industry best practices.
Architect, develop, maintain and document RESTful and GraphQL APIs for data consumption across the organization.
Design, develop, and optimize complex data pipelines using Microsoft Fabric Lakehouse, Data Factory, Synapse Data Engineering and ELT processes using Python and Apache Spark.
Mentor junior and mid-level data engineers on best practices, design patterns, and technical skills.
 
Qualifications:
Bachelor’s or master’s degree in computer science, Data Engineering, Computer Engineering, or related field.
5+ years of hands-on experience in data engineering with at least 2 years in a senior or lead role.
Expert-level proficiency in Python with deep experience in data engineering frameworks (PySpark, pandas, numpy, Airflow).
Advanced SQL skills including complex query optimization, window functions, CTEs, and stored procedures.
Extensive experience with Apache Spark including performance tuning, custom transformations, and distributed computing patterns.
Strong experience with Microsoft Fabric ecosystem (Lakehouse, Data Factory, Synapse, Power BI) or equivalent cloud platforms (Azure, AWS, GCP).
Proven experience in designing enterprise-scale data models (dimensional modeling, data vault, normalized schemas).
Hands-on experience in designing and implementing RESTful and GraphQL APIs.
Soft Skills:
Excellent problem-solving and communication skills
Leadership and mentoring capabilities",https://nl.linkedin.com/jobs/view/data-engineer-senior-at-polaroid-4339793115?trk=public_jobs_topcard-title,https://nl.linkedin.com/company/polaroid?trk=public_jobs_topcard-org-name,,Photography,Full-time,"Analyst, Engineering, and Information Technology",Mid-Senior level,European Union,Data engineer
4335320967,Data Engineer,"Lille, Hauts-de-France, France",2 days ago,KAPIA-RGI,"KAPIA-RGI
, est la filiale France du groupe 
RGI
 Leader Européen de l
’édition de solutions progicielles à destination des acteurs de l’assurance
. Nous créons des solutions digitales Cloud Natives (Front et Back) permettant à nos clients de disposer d’outils innovants afin de gagner en efficacité.
Les principaux acteurs sur les marchés France et Benelux nous font confiance.
Data Engineer
1 poste en CDI-Lille
Descriptif du poste
Au sein de l'équipe R&D, nous recherchons un.e data engineer pour répondre aux besoins évolutifs de nos clients en terme de reporting et d'analyse de données produites par notre suite logiciel KELIA.
Responsabilités et Activités:
Au sein de l'équipe vous travaillerez en collaboration avec la direction projet et la direction produits pour :
Analyser les besoins avec les équipes métier
Participer aux choix des solutions à mettre en place
Construction d'un Data Mart
Industrialiser les traitements d'extraction des données et leur mise en forme au sein du Data Mart
Concevoir, développer et maintenir les traitements de données
Travailler sur la mise en place du déploiement
Réaliser les tests de validation
Être force de propositions sur les pistes d’amélioration de la Qualité Des Données de nos bases de données.
Profil recherché
Vous êtes issue d'une formation Bac+5 (Master 2), formation ingénieure ou informatique.
Vous justifiez d'au moins 5 ans d'expérience en tant que Data Engineer.
Vous avez une personnalité curieuse et sociale.
Vous savez faire preuve de rigueur et d'autonomie
Compétences
Maîtrise de l’architecture des bases de données décisionnelles (data warehouse)
Solides connaissances en base de données SQL et plus particulièrement Oracle
Outils : QlikSense / Power BI
Alimentations de données avec des ETL (SSIS, Data Studio)
Conception de Datawarehouse
Le plus : connaissance de notre suite Kélia
Langages de développement Python, Java, JavaScritp, HTML
Si vous vous reconnaissez dans cette offre, alors rejoignez les équipes KAPIA-RGI !",https://fr.linkedin.com/jobs/view/data-engineer-at-kapia-rgi-4335320967?trk=public_jobs_topcard-title,https://fr.linkedin.com/company/kapia-rgi?trk=public_jobs_topcard-org-name,,"Software Development, IT Services and IT Consulting, and Insurance",Full-time,"Analyst, Consulting, and Engineering",Mid-Senior level,European Union,Data engineer
4315134542,Data Engineer,Bucharest Metropolitan Area,4 weeks ago,Deutsche Bank,"DB Global Technology is Deutsche Bank’s technology center in Central and Eastern Europe. Since its set-up in 2013, Bucharest Technology Centre (BEX) has constantly proven its capacity to deliver global technology products and services, playing a dynamic role in the Bank’s technology transformation.
We have a robust, hands-on engineering culture dedicated to continuous learning, knowledge-sharing, technical skill development and networking. We are an essential part of the Bank’s technology platform and develop applications for many important business areas.
Corporate Banking is a technology centric business, with an increasing move to real-time processing, an increasing appetite from customers for integrated systems and access to supporting data. This means that technology is more important than ever for the business.
Deutsche Bank is one of the few banks with the scale and network to compete aggressively in this space, and the breadth of investment in this area is unmatched by our peers. Joining the team is a unique opportunity to help rebuild the core of some of our most mission critical processing systems from the ground-up. 
Our Corporate Bank Technology team is a global team of 3000 coders (and growing!) across 30 countries. The primary businesses that Corporate Bank support are Cash Management, Securities Services, Trade Finance and Trust & Agency Services. CB Technology support these businesses through CIO aligned teams and also by 'horizontals' such as Client Connectivity, Surveillance and Regulatory, Infrastructure, Architecture, Production, and Risk & Control.
Surveillance & Regulatory Technology
 is responsible for delivering solutions that protect the bank’s financial and reputational interests from potentially criminal or inappropriate behavior by our clients, employees, vendors. It enables the bank to manage its compliance to regulations and the risk appetite to stay in business in the various legislation. In addition, the function, is responsible for driving improvement across the IT delivery cycle through adoption of best practices, automation tooling and metrics, as well as developing a target state DevOps capability.
We are responsible for delivering solutions that protect Deutsche Bank’s financial and reputational interests from criminal or inappropriate behavior. Through real-time sanction and embargo filtering, operational risk controls and sophisticated fraud detection that will increasingly deploy artificial intelligence, our systems protect both clients and the bank, allow risks to be managed according to risk appetite, and keep Deutsche Bank in compliance with global and local regulations.
Responsibilities 
improve the bank’s fraud prevention capabilities
the data engineering pipelines you’ll be developing process data in both real time and batches. They can vary from simple data migrations from one table to another all the way to complex feature engineering required by Machine Learning models
you will work closely with Business Stakeholder, Product Owners and Data Scientists to define a pipeline’s requirements
alongside Data Architects and Technical Leadership, you will design and develop the pipelines
release Management and DevOps teams will assist with releasing the pipelines in production.
Skills
At least 5 years of professional expertise as a Data Engineer
At least 5 years of professional experience with Python 3
Very good SQL knowledge
Hands on in-depth experience with:
Apache Airflow
Apache Beam
data analysis and transformation libraries (e.g: Pandas, Polars)
Good understanding of data engineering strategies
Experience integrating with APIs and filesystems
Well-being & Benefits
Emotionally and mentally balanced:
 
we support you in dealing with life crises, maintaining stability through illness, and maintaining good mental health
Empowering managers who value your ideas and decisions. Show your positive attitude, determination, and open-mindedness.
A professional, passionate, and fun workplace with flexible Work from Home options.
A modern office with fun and relaxing areas to boost creativity.
Continuous learning culture with coaching and support from team experts.
Physically thriving we support you managing your physical health by taking appropriate preventive measures and providing a workplace that helps you thrive
Private healthcare and life insurance with premium benefits for you and discounts for your loved ones.
Socially connected:
 
we strongly believe in collaboration, inclusion and feeling connected to open up new perspectives and strengthen our self-confidence and wellbeing.
Kids@TheOffice - support for unexpected events requiring you to care for your kids during work hours.
Enjoy retailer discounts, cultural and CSR activities, employee sport clubs, workshops, and more.
Financially secure:
 
: we support you to meet personal financial goals during your active career and for the future
Competitive income, performance-based promotions, and a sense of purpose.
24 days holiday, loyalty days, and bank holidays (including weekdays for weekend bank holidays).",https://ro.linkedin.com/jobs/view/data-engineer-at-deutsche-bank-4315134542?trk=public_jobs_topcard-title,https://de.linkedin.com/company/deutsche-bank?trk=public_jobs_topcard-org-name,,Financial Services and Banking,Full-time,Engineering,Mid-Senior level,European Union,Data engineer
4335313588,AI Data Engineer,"Brussels Region, Belgium",2 days ago,Morrison Finance,"About the Job
Morrison Finance is a European financial services company driving Data and AI transformation initiatives.
Our goal : to build a smart, reliable, and scalable data environment where artificial intelligence and analytics help us make better decisions every day.
Joining this mission means becoming part of a growing team that brings data and technology together to make a real impact on the business.
 
Your Role
As an 
AI Data Engineer
, you’ll help design and build the data pipelines that power our AI and machine learning projects.
You’ll work hand in hand with data scientists, ML engineers, and business teams to turn raw data into useful insights and real solutions.
Your work will be key to ensuring our AI models run smoothly, our data stays clean and reliable, and our platforms stay ready for what’s next.
 
Your Key Responsibilities
✅ Build and maintain solid, scalable data pipelines for AI and ML workflows
✅ Make sure data stays accurate, consistent, and high-quality across all systems
✅ Manage and optimize data storage for models and analytics
✅ Work closely with data scientists and engineers to understand what they need and make it happen
✅ Improve data flows for better performance and cost efficiency, in the cloud or on-prem
✅ Support model deployment and monitoring so AI runs seamlessly in production
✅ Keep an eye on new trends in AI, ML, and data engineering to share ideas with the team
✅ Help set up tools for tracking, retraining, and improving AI models over time
 
Your Profile
✔ Degree in Computer Science, Engineering, Mathematics, or another quantitative field
✔ Around 3 years’ experience in data engineering or a similar role
✔ You enjoy solving problems and thinking creatively about how to make things work better
✔ Strong communication skills — you can explain complex data topics in a clear way
✔ You like working both independently and with others
✔ Fluent in English ; French or Dutch is a plus
✔ Open to occasional travel or collaboration with teams in other countries
 
Technical Skills
• Python, Spark, SQL, NoSQL
• Azure (Data Lake, Synapse, Data Factory)
• Kafka, Docker, Terraform
• CI/CD and ML pipeline automation
• Data quality and monitoring practices
 
What We Offer
🌟 Be part of a data and AI journey that’s growing fast
📈 Keep learning and building your expertise in cloud, data, and machine learning
🎓 Access to ongoing training and development opportunities
💻 Hybrid and flexible work setup that supports balance and autonomy
🏗 Real projects with visible impact on how data and AI shape our business
🤝 A friendly, supportive team where ideas and initiative matter
 
📩 Apply now or get in touch directly!
📧 ta-belgium@morrison-finance.com
📞 +32 494 067 983
 
#MorrisonFinance #AIDataEngineer #MachineLearning #DataEngineering #AzureDataPlatform #Python #BigData #Hiring #FinancialServices #AITransformation",https://be.linkedin.com/jobs/view/ai-data-engineer-at-morrison-finance-4335313588?trk=public_jobs_topcard-title,https://be.linkedin.com/company/morrison-finance?trk=public_jobs_topcard-org-name,,"Business Consulting and Services, Banking, and Insurance",Full-time,"Information Technology, Consulting, and Finance",Mid-Senior level,European Union,Data engineer
4312290431,Data Engineer,"Milan, Lombardy, Italy",4 weeks ago,Sky Italia,"We’re looking for a passionate Data Engineer to deliver innovative technical solutions that will meet the business requirements of our stakeholders. This will entail analysing, developing, testing and deploying the appropriate solution through the full development lifecycle.
Activities
Produce deliverables that follow the development standards and principles, on time.
Produce a detailed breakdown of development tasks on projects
Adhere to the end to end change process and apply necessary rigour in a timely manner.
Collaborate extensively within the Data Platform & Analytics team and provide technical & domain input.
Assist with the mentoring of associate engineers and colleagues during the project lifecycle.
Preferred Qualifications
A good experience in data products, technologies and architectures
Proficient programmer (Java, Scala or Python)
Proficiency in database/data query languages such as SQL/NoSQL
Proven experience on cloud based solutions
Data analytics, specifically in taking a data-centric view of quality and reliability
An enthusiasm for new tools and methods to help shape the culture in data analyti
Ability to adapt to technological and business priority changcses
Ability to 'think outside the box' to come up with pragmatic solutions to risks and issues
An understanding of data structures and optimisations and how they fit in a distributed system, aggregating, transforming and developing suitable data models and processing large unstructured data sets",https://it.linkedin.com/jobs/view/data-engineer-at-sky-italia-4312290431?trk=public_jobs_topcard-title,https://it.linkedin.com/company/sky-italia?trk=public_jobs_topcard-org-name,,Broadcast Media Production and Distribution,Full-time,Engineering and Information Technology,Mid-Senior level,European Union,Data engineer
4335313253,Senior Software Engineer (Python/AWS),Portugal,2 days ago,LocalStack,"We are a fast-growing Series A startup building cutting-edge technology to revolutionize cloud development processes and support highly efficient dev&test feedback loops. We've closed our last $25mil round in Q4 2024, led by Notable Capital, CRV and Heavybit.
At its core, LocalStack provides a high-fidelity emulator and local cloud development platform. Imagine developing cloud applications and data pipelines entirely on your local machine within a lightweight cloud sandbox, running in Docker!
Our 
mission
 is to empower developers to rapidly build and test their cloud applications, allowing for a more enjoyable dev experience, and saving valuable time and resources.
LocalStack has a large and active open-source community (57k+ stars on GitHub) with over 100k active users worldwide and 290M+ downloads to date. Our customer base ranges from SMBs to Global Fortune 500 companies.
We are sustainably growing our globally distributed team across sectors
LocalStack is headquartered in Zurich/Switzerland 🇨🇭, with a main engineering office in Vienna/Austria 🇦🇹 and remote team members from 🇺🇸the US, 🇫🇷FR, 🇬🇧UK, 🇨🇦CA, 🇪🇸ES, and many more countries.
👉Check out our Notion Candidate Handbook and our GitHub!
Requirements
We are looking for an experienced Senior Software Engineer with a strong background in Python development and expertise in AWS. The candidate will play a significant role in enhancing and expanding LocalStack's AWS core cloud emulator with features, parity improvements, and integrations. While proficiency in Python and AWS is essential, experience with other cloud platforms is also advantageous.
Key Responsibilities
Contribute to LocalStack's AWS emulator, applying and extending the LocalStack emulator framework to implement and test AWS APIs
Collaborate in a Core Engineering squad to implement features that meet the needs of developers working with AWS environments
Develop high-performance local cloud service emulators while maintaining a strong focus on reliability and developer experience
Contribute to the evolution of LocalStack's overall architecture and frameworks, and contribute to the Open Source ecosystem
Help make LocalStack's AWS emulator more robust by contributing to AWS sample applications and parity tests
Spearhead the development of scalable support processes as the company and user base grows
Bring the customer feedback back to the developer and product team and help shape our product direction
As our enterprise offering grows, work more closely with larger customers that use our product for their entire organization
Required Qualifications
3+ years of professional experience in software engineering, with a focus on Python development
Strong hands-on experience with modern Python development (type hinting, unit/integration testing with pytest, object-oriented software design, applying Python frameworks)
Demonstrated expertise in AWS services and cloud technologies, with a good understanding of AWS APIs, SDKs, and infrastructure
Hands-on experience with Infrastructure-as-Code tools such as Terraform or Pulumi
Problem-solving skills and the ability to tackle complex technical challenges in a fast-paced environment
Excellent communication and collaboration skills, with the ability to effectively interact with team members
Has an open, honest, and compassionate personality, shows empathy, and demonstrates a proactive approach to tasks and challenges
Preferred Qualifications
Experience working with other cloud platforms such as Azure, Google Cloud Platform (GCP), or others
Familiarity with containerization technologies (e.g., Docker, Kubernetes) and microservices architecture
Knowledge of DevOps practices and tools for automation, deployment, and monitoring
Active participation in open-source communities or contributions to relevant projects
Experience building developer tools
Benefits
Competitive salary 
Opportunities for professional development and training
Dynamic and collaborative work environment
Flexible work arrangements",https://pt.linkedin.com/jobs/view/senior-software-engineer-python-aws-at-localstack-4335313253?trk=public_jobs_topcard-title,https://ch.linkedin.com/company/localstack-cloud?trk=public_jobs_topcard-org-name,,IT Services and IT Consulting,Full-time,Information Technology,Mid-Senior level,European Union,Data engineer
4291382204,"Data Engineer, DA&C (Python)","Dublin, County Dublin, Ireland",2 weeks ago,Squarespace,"Squarespace is looking for a Data Engineer to join the Data Platforms Group. Data Platforms is focused on building interoperable software, data products and processes to provide relevant data-driven insights to our internal and external customers.
As part of the Data Acquisition & Curation team within Data Platforms, you will design core data models and develop foundational data products that empower Squarespace to deliver personalized customer experiences. You will partner with team members to make data accessible, trusted, and expand data's impact across the organization
You will report to the manager of Data Acquisition & Curation. This is a hybrid role working from our Dublin office 3 days per week.
You'll Get To…
Build, scale, and maintain core data model and data products to power personalization and analytics across product engineering and data teams.
Design and deploy efficient, reliable pipelines for data ingestion and transformation
Deploy inclusive data quality checks to ensure quality and timeliness of data, and diagnose/fix issues to ensure SLAs
Work with other engineers to improve reliability, documentation and automation to simplify self-service support for data products
Implement data governance principles, including data classification, data ownership, and data stewardship as part of our core data pipelines
Collaborate with product manager and product engineers, data owners, data stewards and customers to implement and maintain data products to serve analytics, ML and reporting needs
Who We're Looking For
3+ years experience in design, implementation, and monitoring of large-scale data warehouses and data marts
3+ years experience building data products that are well-modeled, documented and easy to understand and maintain
3+ years of experience building data pipelines to ingest, process, and ensure data quality from different sources
Expertise in SQL
Familiarity with dbt and orchestration tools like Airflow
Experience working with modern data storage (BigQuery, Postgres) and services in cloud environment(s) like GCP
Experience with object-oriented languages like Python or similar
Experience embedding data governance into end-to-end data pipeline workflows
Benefits & Perks
Health insurance with 100% covered premiums for you, your spouse or partner and your dependent children including medical, dental, and vision
Life and Income Protection
Fertility and adoption benefits
Headspace mindfulness app subscription
Global Employee Assistance Program
Pension benefits with employer match
Flexible paid time off
26 weeks paid maternity leave & 12 weeks paid paternity leave
2 weeks paid family care leave
Education reimbursement
Employee donation match to community organizations
8 Global Employee Resource Groups (ERGs)
Free lunch and snacks
Close proximity to cultural landmarks such as Dublin Castle and St. Patrick's Cathedral
About Squarespace
Squarespace is a design-driven platform helping entrepreneurs build brands and businesses online. We empower millions of customers in more than 200 countries and territories with all the tools they need to create an online presence, build an audience, monetize, and scale their business. Our suite of products range from websites, domains, ecommerce, and marketing tools, as well as tools for scheduling with Acuity and creating and managing social media presence with Bio Sites and Unfold. Our team of more than 1,500 is headquartered in bustling New York City, with offices in Dublin, Ireland, Aveiro, Portugal, and coworking spaces in the UK, Netherlands, and Australia. For more information about our company culture, visit https://www.squarespace.com/about/careers.
Our Commitment
Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customers, but we also work toward the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.
Thank you in advance for providing the following details about your work history from your resume! This helps us ensure that your candidate information is accurate and consistent during the hiring process.
Squarespace will never solicit your personal banking information or ask you to transfer money in connection with a job offer or interview. We also will not reach out to you via phone or SMS without your permission or knowledge.",https://ie.linkedin.com/jobs/view/data-engineer-da-c-python-at-squarespace-4291382204?trk=public_jobs_topcard-title,https://www.linkedin.com/company/squarespace?trk=public_jobs_topcard-org-name,Over 200 applicants,"Technology, Information and Internet",Full-time,Information Technology,Mid-Senior level,European Union,Data engineer
